Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2
Siskiyaan,-2005.0,125 min,"Drama, Thriller",5.1,73,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar
Sitara,-1980.0,125 min,"Drama, Family",6.5,24,Meraj,Mithun Chakraborty,Zarina Wahab
Sivaji,-2007.0,188 min,"Action, Drama, Thriller",7.5,"18,422",S. Shankar,Rajinikanth,Shriya Saran
Sivappathikaaram,-2006.0,112 min,Action,5.5,86,Karu Pazhaniappan,Upendra Limaye,Mamta Mohandas
Six X,-2016.0,133 min,Drama,6.9,210,Chandrakant Singh,Seema Azmi,Shweta Bhardwaj
Sixteen,-2013.0,138 min,"Drama, Romance, Thriller",6.3,"1,680",Raj Purohit,Wamiqa Gabbi,Izabelle Leite
Siyaah..,-2012.0,97 min,Horror,5.3,63,Aziz Naser,Habeeb Aidroos,Habib Al Aidroos
Skater Girl,-2021.0,107 min,"Drama, Family, Sport",6.6,"1,154",Manjari Makijany,Amy Maghera,Waheeda Rehman
Slender Threads,-1973.0,118 min,"Action, Drama",7.1,49,Raj Khosla,Vinod Khanna,Moushumi Chatterjee
Snegithiye,-2000.0,154 min,"Drama, Musical, Mystery",6.5,276,Priyadarshan,Jyotika,Sharbani Mukherji
Sneham Kosam,-1999.0,169 min,"Action, Drama",6.5,270,K.S. Ravikumar,Chiranjeevi,Meena
Sniffer,-2013.0,137 min,"Adventure, Comedy, Drama",5.9,680,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi
Soch,-2002.0,145 min,"Drama, Mystery, Thriller",4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon
Socha Na Tha,-2005.0,137 min,"Comedy, Drama, Romance",7.4,"7,475",Imtiaz Ali,Abhay Deol,Ayesha Takia
Sohag Raat,-1948.0,143 min,"Drama, Romance",7.2,6,Kidar Nath Sharma,Begum Para,Bharat Bhushan
Sohni Mahiwal,-1985.0,142 min,"Action, Drama, Romance",6.1,263,Kanwal Biala,Latif Faiziyev,Umesh Mehra
Sohni Mahiwal,-1958.0,104 min,"Musical, Romance",5.9,9,Raja Nawathe,Bharat Bhushan,Nimmi
Sold,-2014.0,94 min,Drama,6.9,"1,589",Jeffrey D. Brown,Gillian Anderson,David Arquette
Soldier,-1998.0,156 min,"Action, Drama, Musical",6.2,"2,757",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol
Solva Saal,-1958.0,135 min,"Comedy, Romance, Thriller",7.0,140,Raj Khosla,Dev Anand,Waheeda Rehman
Solva Sawan,-1979.0,140 min,Drama,6.0,22,Bharathiraja,Adil Amaan,Kulbhushan Kharbanda
Some Where in Delhi,-1956.0,128 min,"Comedy, Drama, Romance",5.1,9,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar
Son of Dracula,-2009.0,94 min,"Fantasy, Horror",5.5,8,Salim Suma,Joginder Shelly,Raza Murad
Son of Hercules,-1964.0,80 min,Action,2.8,28,Sultan,Bipin Gupta,Kamran
Son of Sardaar,-2012.0,141 min,"Action, Comedy",4.0,"9,060",Ashwani Dhir,Anil Devgan,Ajay Devgn
Sona Spa,-2013.0,102 min,"Drama, Mystery, Thriller",3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya
Sonali Cable,-2014.0,127 min,"Comedy, Drama",5.3,980,Charudutt Acharya,Rhea Chakraborty,Ali Fazal
Sonchiriya,-2019.0,143 min,"Action, Crime, Drama",8.1,"9,572",Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar
Sone Ki Chidiya,-1958.0,171 min,"Drama, Romance",6.0,34,Shaheed Latif,Talat Mahmood,Balraj Sahni
Sone Pe Suhaaga,-1988.0,163 min,"Action, Family",4.8,90,K. Bapaiah,Jeetendra,Dharmendra
Soni,-2018.0,97 min,"Crime, Drama",7.2,"2,528",Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra
Sons of Ram,-2012.0,85 min,"Animation, Drama, Musical",6.7,77,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino
Sonu Ke Titu Ki Sweety,-2018.0,138 min,"Comedy, Romance",7.1,"20,000",Luv Ranjan,Kartik Aaryan,Nushrat Bharucha
Soorarai Pottru,-2020.0,153 min,Drama,9.1,"83,029",Sudha Kongara,Suriya,Madhavan
Soorma,-2018.0,131 min,"Biography, Drama, Sport",7.4,"4,648",Shaad Ali,Diljit Dosanjh,Taapsee Pannu
Soorma Bhopali,-1988.0,153 min,Comedy,5.6,60,Jagdeep,Jagdeep,Agha
Sooryavansham,-1999.0,168 min,"Action, Drama",6.3,"2,820",E.V.V. Satyanarayana,Pranavanand,Amitabh Bachchan
Sorry Bhai!,-2008.0,154 min,"Comedy, Drama, Romance",6.1,"1,019",Onir,Shabana Azmi,Boman Irani
SOS: Secrets of Sex,-2013.0,114 min,Drama,5.8,34,Kumaar Aadarsh,Kumaar Aadarsh,Gagan Guru
Soul of Sand,-2010.0,99 min,"Drama, Mystery, Thriller",5.6,82,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi
Soundtrack,-2011.0,132 min,"Drama, Musical",7.1,826,Neerav Ghosh,Rajeev Khandelwal,Soha Ali Khan
Souryam,-2008.0,151 min,"Action, Drama",5.8,167,Siva,Tottempudi Gopichand,Anushka Shetty
Souten,-1983.0,160 min,"Drama, Musical, Romance",5.7,196,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani
Souten Ki Beti,-1989.0,136 min,"Drama, Family",5.3,55,Saawan Kumar Tak,Jeetendra,Rekha
Souten: The Other Woman,-2006.0,131 min,Thriller,4.7,43,Karan Razdan,Mahima Chaudhry,Padmini Kolhapure
Spandan,-1982.0,135 min,Drama,6.1,9,Biplab Roy Chowdhury,Utpal Dutt,Anita Kanwar
Spark,-2014.0,134 min,Action,5.9,31,V.K. Singh,Rati Agnihotri,Mansha Bahl
Special 26,-2013.0,144 min,"Crime, Drama, Thriller",8.0,"52,354",Neeraj Pandey,Akshay Kumar,Anupam Kher
Speed,-2007.0,102 min,"Action, Crime, Thriller",2.9,513,Vikram Bhatt,Urmila Matondkar,Sanjay Suri
Split Wide Open,-1999.0,103 min,"Crime, Drama",6.5,222,Dev Benegal,Rahul Bose,Laila Rouass
Spy in Rome,-1968.0,155 min,"Action, Comedy, Romance",4.9,8,B.K. Adarsh,Dev Kumar,Jaymala Adarsh
Sree Rama Anjaneya Yuddham,-1975.0,166 min,"Drama, Fantasy",7.8,29,Bapu,N.T. Rama Rao,Janardhana Rao Arja
Sri Anjaneyam,-2004.0,174 min,"Action, Fantasy",4.6,203,Krishna Vamsi,Nithiin,Ananth
Sri Venkateswara Mahathyam,-1960.0,204 min,"Drama, Musical",8.5,52,P. Pullaiah,N.T. Rama Rao,Savitri
Sssshhh...,-2003.0,163 min,"Horror, Mystery",4.4,330,Pavan Kaul,Tanishaa Mukerji,Dino Morea
Stanley Ka Dabba,-2011.0,96 min,"Comedy, Drama, Family",7.8,"6,493",Amole Gupte,Partho A. Gupte,Numaan Sheikh
State Rowdy,-1989.0,147 min,"Action, Crime, Drama",6.3,104,Gopal B.,Chiranjeevi,Bhanupriya
Station,-2014.0,120 min,"Crime, Drama, Thriller",7.5,90,Saad Khan,Kanika Batra,Gulshan Grover
Stay Alert,-1956.0,153 min,"Comedy, Drama",8.2,913,Amit Mitra,Sombhu Mitra,Pradeep Kumar
Staying Alive,-2007.0,96 min,"Crime, Drama",6.2,24,Ananth Narayan Mahadevan,Salim Abubaker,Manuj Bhaskar
Staying Alive,-2012.0,89 min,Drama,5.6,29,Ananth Narayan Mahadevan,Jahangir Khan,Ananth Narayan Mahadevan
Stoovertpuram Police Station,-1991.0,148 min,"Action, Drama",6.2,65,Veerendranath Yandamoori,Chiranjeevi,Vijayshanti
Straight,-2009.0,110 min,"Comedy, Drama",5.8,350,Parvati Balagopalan,Vinay Pathak,Gul Panag
Strangers,-2007.0,100 min,"Drama, Romance, Thriller",4.9,338,Aanand L. Rai,Jimmy Sheirgill,Kay Kay Menon
Stree,-1961.0,139 min,Fantasy,7.5,21,Shantaram Rajaram Vankudre,Shantaram Rajaram Vankudre,Sandhya
Stree,-2018.0,128 min,"Comedy, Horror",7.6,"29,900",Amar Kaushik,Rajkummar Rao,Shraddha Kapoor
Street Dancer 3D,-2020.0,146 min,"Drama, Music",3.6,"5,930",Remo D'Souza,Varun Dhawan,Shraddha Kapoor
Street Fighter,-1995.0,148 min,Action,5.2,16,Gopal B.,Ali,Brahmanandam
Street Fighter: The Legend of Chun-Li,-2009.0,96 min,"Action, Crime, Fantasy",3.7,"23,206",Andrzej Bartkowiak,Kristin Kreuk,Neal McDonough
Street Singer,-1938.0,135 min,Drama,6.3,15,Phani Majumdar,K.L. Saigal,Kanan Devi
Striker,-2010.0,128 min,"Action, Crime, Drama",6.9,"1,014",Chandan Arora,Siddharth,Ankur Vikal
Strings of Passion,-2014.0,100 min,Drama,6.5,31,Sanghamitra Chaudhuri,Zeenat Aman,Indrani Haldar
Student of the Year,-2012.0,146 min,"Comedy, Drama, Music",5.3,"16,038",Karan Johar,Sidharth Malhotra,Alia Bhatt
Student of the Year 2,-2019.0,146 min,"Action, Comedy, Drama",2.2,"17,483",Punit Malhotra,Tiger Shroff,Ananya Panday
Stumped,-2003.0,121 min,"Comedy, Drama, Sport",2.6,121,Gaurav Pandey,Raveena Tandon,Alyy Khan
Style,-2001.0,157 min,"Comedy, Musical, Mystery",6.7,"1,859",N. Chandra,Sharman Joshi,Sahil Khan
Subah Ka Tara,-1954.0,107 min,Romance,5.4,9,Shantaram Rajaram Vankudre,Pradeep Kumar,Shantaram Rajaram Vankudre
Subha-O-Sham,-1971.0,180 min,"Action, Comedy, Drama",6.5,31,Tapi Chanakya,Sanjeev Kumar,Waheeda Rehman
Subhas Chandra,-1966.0,130 min,"Biography, Drama, History",8.2,41,Piyush Bose,Amar Dutta,Samar Chatterjee
Suddha,-2005.0,105 min,Drama,7.2,13,Ramchandra P.N.,Sharada Devi,Bharathi Jain
Sudesi,-2005.0,139 min,"Action, Crime, Drama",3.7,35,Jeppi,Ashima Bhalla,Karunas
Sudhandhiram,-2000.0,145 min,"Action, Crime, Drama",4.0,44,Raj Kapoor,Nassar,Prithviraj
Suhaag,-1979.0,164 min,"Action, Drama, Musical",6.7,"1,053",Manmohan Desai,Shashi Kapoor,Amitabh Bachchan
Suhaag,-1994.0,145 min,"Action, Comedy, Drama",5.7,"1,755",Kuku Kohli,Ajay Devgn,Akshay Kumar
Suhaag Raat,-1968.0,160 min,"Drama, Romance",4.8,29,R. Bhattacharya,Rajshree,Jeetendra
Suhagan,-1986.0,143 min,Romance,6.1,43,K. Raghavendra Rao,Jeetendra,Sridevi
Suhana Safar,-1970.0,130 min,"Comedy, Drama",6.4,45,Vijay,Shashi Kapoor,Sharmila Tagore
Sui Dhaaga,-2018.0,122 min,"Comedy, Drama",6.8,"7,421",Sharat Katariya,Anushka Sharma,Varun Dhawan
Sujata,-1960.0,161 min,"Drama, Romance",7.3,326,Bimal Roy,Nutan,Sunil Dutt
Sulemani Keeda,-2014.0,89 min,"Comedy, Romance",7.1,"2,478",Amit Masurkar,Naveen Kasturia,Mayank Tewari
Sullan,-2004.0,138 min,"Action, Crime, Drama",3.2,359,Ramana,Dhanush,Manivannan
Sultaan,-2000.0,120 min,"Action, Drama",5.6,54,T.L.V. Prasad,Vikas Anand,Birbal
Sultan,-2016.0,170 min,"Action, Drama, Sport",7.0,"41,777",Ali Abbas Zafar,Salman Khan,Kubbra Sait
Summer 2007,-2008.0,166 min,"Crime, Drama, Thriller",6.2,238,Sohail Tatari,Sikandar Kher,Gul Panag
Summer Camp,-2018.0,128 min,"Comedy, Drama",7.1,16,Kunal v Singh,Saurabh Agarwal,Altaf
Sun Meri Laila,-1983.0,143 min,Romance,6.9,11,Chander H. Bahl,Birbal,Deepika Chikhalia
Sun Sajna,-1982.0,138 min,"Drama, Family, Romance",6.3,21,Chander H. Bahl,Mithun Chakraborty,Ranjeeta Kaur
Sun Zarra,-2006.0,125 min,"Drama, Romance",5.4,18,Rohit Krishnakant Nayyar,Samir Aftab,Mithun Chakraborty
Sunayana,-1979.0,131 min,"Comedy, Drama, Romance",5.9,39,Hiren Nag,Sulochana Latkar,Murad
Sunday,-2008.0,135 min,"Action, Comedy, Mystery",5.3,"2,619",Rohit Shetty,Ajay Devgn,Ayesha Takia
Sunehre Din,-1949.0,143 min,Drama,6.6,30,Satish Nigam,Raj Kapoor,Rehana
Sunghursh,-1968.0,175 min,"Action, Crime, Drama",6.8,93,Harnam Singh Rawail,Dilip Kumar,Vyjayanthimala
Sunglass,-2013.0,100 min,"Comedy, Drama, Thriller",5.4,30,Rituparno Ghosh,Jaya Bachchan,Madhavan
Sunn Raha Hai Na,-2017.0,56 min,"Drama, Romance",6.1,7,Fenil Seta,Shreyas Porus Pardiwalla,Harsha Chopda
Sunny,-1984.0,114 min,"Drama, Romance",5.6,128,Raj Khosla,Sunny Deol,Amrita Singh
Suno Na.. Ek Nanhi Aawaz,-2009.0,127 min,Drama,4.5,6,Amy Thanawala,Tara Sharma,Makrand Shukla
Suno Sasurjee,-2004.0,169 min,"Action, Comedy, Musical",2.5,147,Vimal Kumar,Aftab Shivdasani,Ameesha Patel
Sunset Bollywood,-2005.0,60 min,Documentary,8.6,663,Komal Tolani,Amitabh Bachchan,Bhagyashree
Sunshine Music Tours & Travels,-2016.0,110 min,Comedy,6.5,31,Shailendra Singh,Sunny Kaushal,Ashrut Jain
Suntan,-1976.0,121 min,Drama,6.8,20,Mohan Segal,Jeetendra,Ashok Kumar
Supari,-2003.0,142 min,"Action, Crime, Drama",4.3,136,Padam Kumar,Nandita Das,Uday Chopra
Supari - The Quest Begins Now,-2014.0,90 min,Crime,5.9,33,Aamreeta Gautam,Sabreen Baker,Swetanshu Bora
Super 30,-2019.0,154 min,"Biography, Drama",8.0,"23,000",Vikas Bahl,Hrithik Roshan,Mrunal Thakur
Super Model,-2013.0,83 min,"Drama, Mystery, Romance",1.9,180,Navin Batra,Ashmit Patel,Veena Malik
Super Nani,-2014.0,133 min,"Comedy, Drama, Family",4.6,398,Indra Kumar,Rekha,Sharman Joshi
Super Police,-1994.0,95 min,"Action, Thriller",5.5,70,K. Muralimohana Rao,Ali,Brahmanandam
Superman,-1987.0,123 min,"Action, Adventure, Sci-Fi",4.5,301,B. Gupta,Puneet Issar,Sonia Sahni
Supermen of Malegaon,-2008.0,66 min,Documentary,8.0,648,Faiza Ahmad Khan,Shakeel Bharati,Farogh Jafri
Superstar,-2008.0,120 min,"Drama, Romance",6.0,707,Rohit Jugraj,Kunal Khemu,Tulip Joshi
Sur,-2002.0,136 min,"Drama, Musical, Romance",6.4,475,Tanuja Chandra,Lucky Ali,Simone Singh
Sur Sangam,-1985.0,149 min,"Comedy, Drama, Musical",6.8,45,K. Viswanath,Girish Karnad,Jaya Prada
Suraj,-1966.0,155 min,"Romance, Musical, Action",6.7,124,T. Prakash Rao,Vyjayanthimala,Rajendra Kumar
Suraj Aur Chanda,-1973.0,131 min,"Action, Fantasy",5.7,10,T. Madhava Rao,Sanjeev Kumar,Rita Haksar
Suraj Pe Mangal Bhari,-2020.0,139 min,Comedy,5.9,"3,011",Abhishek Sharma,Manoj Bajpayee,Fatima Sana Shaikh
Surakksha,-1979.0,132 min,"Action, Adventure, Crime",7.3,95,Ravikant Nagaich,Ranjeeta Kaur,Mithun Chakraborty
Surakshaa,-1995.0,148 min,"Action, Romance, Thriller",4.1,188,Anand,Raju Mavani,Saif Ali Khan
Surkhaab,-2014.0,100 min,"Adventure, Drama, Thriller",6.3,68,Sanjay Talreja,Barkha Madan,Sumit Suri
Surkhiyaan (The Headlines),-1985.0,134 min,"Action, Crime, Drama",5.4,16,Ashok Tyagi,Naseeruddin Shah,Moon Moon Sen
Suryavanshi,-1992.0,161 min,"Fantasy, Horror",4.5,923,Rakesh Kumar,Salman Khan,Amrita Singh
Susman,-1987.0,140 min,Drama,7.3,26,Shyam Benegal,Shabana Azmi,Om Puri
Swades,-2004.0,189 min,Drama,8.2,"85,340",Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi
Swami,-1977.0,129 min,Drama,6.5,196,Basu Chatterjee,Shabana Azmi,Girish Karnad
Swami,-2007.0,140 min,Drama,6.8,374,Ganesh Acharya,Manoj Bajpayee,Juhi Chawla
Swami Dada,-1982.0,151 min,"Action, Drama",6.3,87,Dev Anand,T.K. Desai,Dev Anand
Swarg,-1990.0,160 min,Drama,6.7,"1,255",David Dhawan,Rajesh Khanna,Govinda
Swarg Narak,-1978.0,164 min,"Comedy, Drama, Romance",5.5,57,Narayana Rao Dasari,Sanjeev Kumar,Jeetendra
Swati,-1986.0,151 min,Drama,6.7,103,Kranthi Kumar,Shashi Kapoor,Sharmila Tagore
Swayamvar,-1980.0,161 min,"Comedy, Drama, Romance",7.4,85,P. Sambasiva Rao,Shashi Kapoor,Sanjeev Kumar
Sweekar Kiya Maine,-1983.0,170 min,"Comedy, Drama",6.1,22,Zaheer D. Lari,Vinod Mehra,Shabana Azmi
Sweetiee Weds NRI,-2017.0,116 min,"Comedy, Drama, Romance",3.4,244,Hasnain Hyderabadwala,Himansh Kohli,Zoya Afroz
Switchh,-2021.0,130 min,"Action, Thriller",4.2,11,Mustufa Raj,Armen Grayg,Hanif Hilal
T for Taj Mahal,-2018.0,104 min,Drama,8.7,93,Kireet Khurana,Subrat Dutta,Pitobash
Ta Ra Rum Pum,-2007.0,153 min,"Comedy, Drama, Family",5.6,"4,409",Siddharth Anand,Saif Ali Khan,Rani Mukerji
Taal,-1999.0,179 min,"Drama, Musical, Romance",6.7,"5,068",Subhash Ghai,Akshaye Khanna,Anil Kapoor
Taanashah,-2020.0,101 min,"Action, Drama",7.3,25,Ritam Srivastav,Dilip Arya,Indraneel Bhattacharya
Taaqat,-1995.0,180 min,"Crime, Romance",4.8,90,Talat Jani,Dharmendra,Shatrughan Sinha
Taarzan: The Wonder Car,-2004.0,163 min,"Action, Fantasy, Thriller",4.5,"2,781",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vatsal Sheth
Tabaahi: The Destroyer,-1999.0,133 min,Action,4.4,21,Gopi Sapru,Mithun Chakraborty,Divya Dutta
Table No. 21,-2013.0,108 min,"Adventure, Drama, Thriller",7.2,"11,709",Aditya Datt,Paresh Rawal,Rajeev Khandelwal
Tada,-2003.0,154 min,Action,4.7,24,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar
Tadap,-1990.0,135 min,Drama,5.6,8,Sohanlal Kanwar,Sujata Mehta,Chunky Panday
Tadipaar,-1993.0,134 min,"Action, Drama",4.7,142,Mahesh Bhatt,Mithun Chakraborty,Pooja Bhatt
Tahalka,-1992.0,168 min,"Action, Adventure, Thriller",5.7,316,Anil Sharma,Dharmendra,Naseeruddin Shah
Tahkhana,-1986.0,117 min,"Action, Drama, Horror",5.4,169,Shyam Ramsay,Tulsi Ramsay,Rana Jung Bahadur
Tahqiqaat,-1993.0,139 min,"Crime, Mystery",5.3,26,A. Jagannathan,Mahesh Anand,Sulabha Arya
Taish,-2020.0,143 min,"Action, Thriller",7.5,"3,703",Bejoy Nambiar,Jim Sarbh,Harshvardhan Rane
Taj,-1956.0,138 min,"Drama, Music",6.6,8,Nandlal Jaswantlal,Vyjayanthimala,Pradeep Kumar
Taj Mahal: A Monument of Love,-2003.0,235 min,"Drama, History, Romance",6.7,51,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda
Taj Mahal: An Eternal Love Story,-2005.0,164 min,"Drama, History, Musical",5.0,161,Akbar Khan,Zulfi Sayed,Sonya Jehan
Tajurba,-1981.0,140 min,"Action, Adventure",5.7,12,Nikhil Saini,Raj Babbar,Smita Patil
Taking the Horse to Eat Jalebis,-2019.0,121 min,Drama,6.1,50,Anamika Haksar,Ravindra Sahu,Raghuvir Yadav
Takkar,-1995.0,143 min,"Action, Crime, Drama",4.6,195,Bharat Rangachary,Naseeruddin Shah,Sunil Shetty
Takkar,-1980.0,157 min,Drama,5.4,36,K. Bapaiah,Sanjeev Kumar,Jeetendra
Talaaq,-1958.0,182 min,Drama,6.7,19,Mahesh Kaul,Rajendra Kumar,Kamini Kadam
Talaash,-2012.0,140 min,"Crime, Drama, Mystery",7.2,"40,234",Reema Kagti,Priyamvada Narayanan,Aamir Khan
Talaash: The Hunt Begins...,-2003.0,153 min,"Action, Drama, Mystery",4.7,"1,411",Suneel Darshan,Rakhee Gulzar,Akshay Kumar
Talaashi,-1996.0,157 min,"Crime, Drama",4.3,34,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff
Talash,-1969.0,175 min,"Romance, Thriller",6.6,155,O.P. Ralhan,Rajendra Kumar,Sharmila Tagore
Tales of Siva 1,-2009.0,65 min,"Animation, Family, History",5.5,6,Renju Ramesh,Neenu Babu,Prosenjit Ganguly
Tallukh,-2020.0,83 min,"Crime, Drama, Romance",5.4,56,Anurag Jha,Yash Krishnani,Anurag Jha
Talvar,-2015.0,132 min,"Crime, Drama, Mystery",8.2,"32,313",Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma
Tamacha,-1988.0,165 min,"Action, Romance",4.0,50,Ramesh Ahuja,Jeetendra,Rajinikanth
Tamanchey: Pyar Mein Dil Pe Maar De Goli,-2014.0,113 min,"Crime, Romance",4.4,308,Navneet Behal,Nikhil Dwivedi,Richa Chadha
Tamanna,-1998.0,127 min,Drama,6.8,302,Mahesh Bhatt,Paresh Rawal,Pooja Bhatt
Tamasha,-1952.0,127 min,Drama,7.6,38,Phani Majumdar,Dev Anand,Meena Kumari
Tamasha,-2015.0,139 min,"Comedy, Drama, Romance",7.3,"24,623",Imtiaz Ali,Deepika Padukone,Ranbir Kapoor
Tan-Badan,-1986.0,115 min,Drama,5.1,37,Anand,Govinda,Kushboo
Tangewala,-1972.0,139 min,"Action, Crime, Drama",5.6,29,Naresh Kumar,Rajendra Kumar,Mumtaz
Tangewali,-1955.0,120 min,"Drama, Family",8.4,5,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni
Tango Charlie,-2005.0,142 min,"Action, Adventure, Drama",6.0,"1,789",Mani Shankar,Ajay Devgn,Bobby Deol
Tanhaji: The Unsung Warrior,-2020.0,135 min,"Action, Biography, Drama",7.6,"22,344",Om Raut,Ajay Devgn,Saif Ali Khan
Tank Cleaner,-2021.0,155 min,Thriller,8.7,20,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad
Tansen,-1943.0,122 min,"Drama, Musical, Romance",7.5,26,Jayant Desai,K.L. Saigal,Khurshid Begum
Tanu Weds Manu,-2011.0,113 min,"Comedy, Drama, Romance",6.8,"13,804",Aanand L. Rai,Madhavan,Kangana Ranaut
Tanu Weds Manu Returns,-2015.0,128 min,"Comedy, Drama, Romance",7.6,"26,843",Aanand L. Rai,Kangana Ranaut,Madhavan
Tapasya,-1976.0,133 min,"Drama, Family",7.2,48,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni
Tapish,-2000.0,144 min,Drama,6.0,20,Jayprakkash Shaw,Tara Deshpande,Ellora Patnaik
Taqdeer,-1967.0,108 min,"Drama, Family",6.3,35,A. Salaam,Bharat Bhushan,Shalini
Taqdeer Ka Tamasha,-1990.0,217 min,"Action, Crime, Drama",4.2,40,Anand Gaekwad,Jeetendra,Moushumi Chatterjee
Taqdeerwala,-1995.0,162 min,"Action, Comedy, Fantasy",6.5,414,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon
Tara Mira,-2019.0,120 min,Drama,7.3,31,Rajiev Dhingra,Ranjit Bawa,Nazia Hussain
Tara: The Journey of Love and Passion,-2013.0,110 min,Drama,5.5,43,Kumar Raj,Rekha Rana,Rohan Shroff
Tarana,-1979.0,111 min,"Musical, Romance",6.9,37,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur
Tarang,-1984.0,171 min,Drama,6.9,47,Kumar Shahani,Amol Palekar,Smita Patil
Tarazu,-1997.0,144 min,"Action, Crime, Drama",4.5,589,Vimal Kumar,Akshay Kumar,Sonali Bendre
Target,-1995.0,122 min,Drama,7.6,73,Sandip Ray,Mohan Agashe,Barun Chakraborty
Tarkeeb,-1984.0,136 min,"Action, Crime, Drama",4.6,9,Ravikant Nagaich,Mithun Chakraborty,Leena Das
Tarkieb,-2000.0,156 min,"Mystery, Thriller",5.0,233,Esmayeel Shroff,Nana Patekar,Tabu
Tarpan (The Absolution),-1995.0,140 min,"Drama, History",7.2,67,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj
Tarpan: The Salvation,-2019.0,104 min,Drama,8.1,31,Neelam r Singh,Vandana Asthana,Rahul Chahan
Tarzan 303,-1970.0,131 min,Action,3.8,6,Chandrakant,Chandgiram,Shabnam
Tarzan and King Kong,-1965.0,128 min,"Action, Adventure, Romance",5.6,27,A. Shamsheer,Randhawa,Mumtaz
Tarzan Aur Jadui Chirag,-1966.0,136 min,Adventure,3.8,9,Baboobhai Bhanji,Azaad Irani,Sunita
Tarzan's Daughter,-2002.0,99 min,"Action, Adventure, Musical",4.5,11,Pratap Singh,Hemant Birje,Ritika Singh
Tashan,-2008.0,120 min,"Action, Drama, Romance",3.9,"5,037",Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan
Tathagatha Buddha The Life & Times of Gautama Buddha,-2008.0,127 min,"Biography, Drama",6.9,14,Sridhar Allani,Sunil Sharma,Parvati Melton
Tathastu,-2006.0,113 min,"Crime, Drama, Thriller",4.4,460,Anubhav Sinha,Sanjay Dutt,Ameesha Patel
Tauba Tauba,-2004.0,121 min,"Comedy, Drama",2.6,93,T.L.V. Prasad,Laxmikant Berde,Bobby Darling
Tawai: A Voice from the Forest,-2017.0,101 min,Documentary,7.4,238,Bruce Parry,Mark Ellam,Bruce Parry
Tawaif,-1985.0,160 min,"Comedy, Drama, Romance",7.1,104,B.R. Chopra,Ashok Kumar,Rishi Kapoor
Taxi Chor,-1980.0,103 min,"Crime, Thriller",5.2,20,Sushil Vyas,Indira Bansal,Master Bhagwan
Taxi Driver,-1954.0,133 min,"Musical, Romance",6.9,257,Chetan Anand,Dev Anand,Kalpana Kartik
Taxi Driver,-1973.0,118 min,Romance,6.3,30,Mohammed Hussain,Ashok Kumar,Nirupa Roy
Taxi No. 9 2 11: Nau Do Gyarah,-2006.0,116 min,"Comedy, Drama, Thriller",7.3,"9,418",Milan Luthria,John Abraham,Nana Patekar
Taxi Taxie,-1977.0,123 min,"Adventure, Comedy, Drama",6.4,37,Irshad,Amol Palekar,Zaheera
Te3n,-2016.0,136 min,"Drama, Mystery, Thriller",7.3,"12,118",Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui
Team: The Force,-2009.0,115 min,"Action, Comedy",4.0,68,Ajay Chandhok,Sohail Khan,Amrita Arora
Teen Bahuraniyan,-1968.0,160 min,Comedy,6.8,53,S.S. Balan,S.S. Vasan,Prithviraj Kapoor
Teen Chor,-1973.0,126 min,"Action, Crime, Drama",5.8,9,Dada Mirasi,Vinod Mehra,Sulochana Latkar
Teen Devian,-1965.0,121 min,"Musical, Romance",6.9,182,Amarjeet,Dev Anand,Nanda
Teen Patti,-2010.0,140 min,"Crime, Drama, Thriller",4.1,"1,457",Leena Yadav,Amitabh Bachchan,Madhavan
Teen Sardar,-1965.0,125 min,"Action, Adventure, Drama",6.3,10,Radhakant,Randhawa,Azaad Irani
Teen Sau Din Ke Baad,-1938.0,158 min,Adventure,6.4,10,Sarvottam Badami,Sabita Devi,Motilal
Teen Taal,-2016.0,120 min,Drama,7.5,27,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam
